Time [s],MOSI Schwarz,Data grün
0.179128500,0,1
0.179144000,0,0
0.179291917,0,1
0.179300917,1,1
0.180127583,1,0
0.180275500,1,1
0.180284250,0,1
0.180299750,0,0
0.180447667,0,1
0.180456750,1,1
0.181291083,1,0
0.181438917,1,1
0.181447833,0,1
0.181463333,0,0
0.181611250,0,1
0.181620250,1,1
0.182454583,1,0
0.182602417,1,1
0.182611250,0,1
0.182626667,0,0
0.182774583,0,1
0.182783667,1,1
0.183618000,1,0
0.183765917,1,1
0.183774750,0,1
0.183790250,0,0
0.183938167,0,1
0.183947167,1,1
0.184781750,1,0
0.184929583,1,1
0.184938500,0,1
0.184954000,0,0
0.185101917,0,1
0.185110917,1,1
0.185945000,1,0
0.186092917,1,1
0.186101667,0,1
0.186117167,0,0
0.186265083,0,1
0.186274167,1,1
0.187109000,1,0
0.187256833,1,1
0.187265667,0,1
0.187281167,0,0
0.187429083,0,1
0.187438083,1,1
0.188272083,1,0
0.188420000,1,1
0.188428833,0,1
0.188444333,0,0
0.188592250,0,1
0.188601250,1,1
0.195714833,1,0
0.195862667,1,1
0.195871500,0,1
0.195887000,0,0
0.196034917,0,1
0.196043917,1,1
0.196870417,1,0
0.197018250,1,1
0.197027083,0,1
0.197042500,0,0
0.197190417,0,1
0.197199417,1,1
0.198033833,1,0
0.198181667,1,1
0.198190500,0,1
0.198206000,0,0
0.198353917,0,1
0.198362917,1,1
0.199197333,1,0
0.199345167,1,1
0.199354000,0,1
0.199369417,0,0
0.199517333,0,1
0.199526417,1,1
0.200361167,1,0
0.200509000,1,1
0.200517917,0,1
0.200533417,0,0
0.200681333,0,1
0.200690333,1,1
0.201524417,1,0
0.201672250,1,1
0.201681083,0,1
0.201696583,0,0
0.201844500,0,1
0.201853500,1,1
0.202687750,1,0
0.202835667,1,1
0.202844500,0,1
0.202859917,0,0
0.203007833,0,1
0.203016833,1,1
0.203851250,1,0
0.203999083,1,1
0.204008000,0,1
0.204023500,0,0
0.204171417,0,1
0.204180417,1,1
0.205014833,1,0
0.205162667,1,1
0.205171500,0,1
0.205187000,0,0
0.205334917,0,1
0.205343917,1,1
0.212457250,1,0
0.212605083,1,1
0.212613917,0,1
0.212629417,0,0
0.212777333,0,1
0.212786333,1,1
0.213613167,1,0
0.213761000,1,1
0.213769833,0,1
0.213785333,0,0
0.213933250,0,1
0.213942250,1,1
0.214776667,1,0
0.214924583,1,1
0.214933417,0,1
0.214948917,0,0
0.215096833,0,1
0.215105833,1,1
0.215940000,1,0
0.216087917,1,1
0.216096750,0,1
0.216112167,0,0
0.216260083,0,1
0.216269083,1,1
0.217103833,1,0
0.217251750,1,1
0.217260583,0,1
0.217276000,0,0
0.217423917,0,1
0.217432917,1,1
0.218267167,1,0
0.218415000,1,1
0.218423917,0,1
0.218439333,0,0
0.218587250,0,1
0.218596250,1,1
0.219430583,1,0
0.219578417,1,1
0.219587250,0,1
0.219602750,0,0
0.219750667,0,1
0.219759750,1,1
0.220594333,1,0
0.220742250,1,1
0.220751083,0,1
0.220766583,0,0
0.220914500,0,1
0.220923500,1,1
0.221758000,1,0
0.221905833,1,1
0.221914667,0,1
0.221930167,0,0
0.222078083,0,1
0.222087083,1,1
0.229200333,1,0
0.229348167,1,1
0.229357000,0,1
0.229372583,0,0
0.229520417,0,1
0.229529417,1,1
0.230355833,1,0
0.230503667,1,1
0.230512500,0,1
0.230528000,0,0
0.230675917,0,1
0.230685000,1,1
0.231519250,1,0
0.231667083,1,1
0.231676000,0,1
0.231691500,0,0
0.231839417,0,1
0.231848417,1,1
0.232682917,1,0
0.232830750,1,1
0.232839583,0,1
0.232855083,0,0
0.233003000,0,1
0.233012083,1,1
0.233846583,1,0
0.233994417,1,1
0.234003250,0,1
0.234018750,0,0
0.234166667,0,1
0.234175667,1,1
0.235009833,1,0
0.235157667,1,1
0.235166500,0,1
0.235182000,0,0
0.235329917,0,1
0.235339000,1,1
0.236173667,1,0
0.236321500,1,1
0.236330333,0,1
0.236345833,0,0
0.236493750,0,1
0.236502833,1,1
0.237336833,1,0
0.237484667,1,1
0.237493583,0,1
0.237509083,0,0
0.237657000,0,1
0.237666000,1,1
0.238500417,1,0
0.238648250,1,1
0.238657083,0,1
0.238672583,0,0
0.238820500,0,1
0.238829583,1,1
0.245942667,1,0
0.246090500,1,1
0.246099417,0,1
0.246114917,0,0
0.246262833,0,1
0.246271833,1,1
0.247098500,1,0
0.247246333,1,1
0.247255167,0,1
0.247270667,0,0
0.247418583,0,1
0.247427583,1,1
0.248262000,1,0
0.248409833,1,1
0.248418667,0,1
0.248434167,0,0
0.248582083,0,1
0.248591083,1,1
0.249425500,1,0
0.249573333,1,1
0.249582167,0,1
0.249597583,0,0
0.249745500,0,1
0.249754583,1,1
0.250589333,1,0
0.250737167,1,1
0.250746083,0,1
0.250761583,0,0
0.250909500,0,1
0.250918500,1,1
0.251752417,1,0
0.251900333,1,1
0.251909167,0,1
0.251924583,0,0
0.252072500,0,1
0.252081583,1,1
0.252915917,1,0
0.253063750,1,1
0.253072583,0,1
0.253088083,0,0
0.253236000,0,1
0.253245000,1,1
0.254079833,1,0
0.254227667,1,1
0.254236500,0,1
0.254252000,0,0
0.254399917,0,1
0.254408917,1,1
0.255243417,1,0
0.255391250,1,1
0.255400083,0,1
0.255415583,0,0
0.255563500,0,1
0.255572583,1,1
0.262685750,1,0
0.262833583,1,1
0.262842417,0,1
0.262857917,0,0
0.263005833,0,1
0.263014833,1,1
0.263941917,1,0
0.264089750,1,1
0.264098583,0,1
0.264114083,0,0
0.264262000,0,1
0.264270917,1,1
0.265104167,1,0
0.265252083,1,1
0.265260917,0,1
0.265276417,0,0
0.265424333,0,1
0.265433333,1,1
0.266267417,1,0
0.266415250,1,1
0.266424083,0,1
0.266439583,0,0
0.266587417,0,1
0.266596500,1,1
0.267431000,1,0
0.267578833,1,1
0.267587667,0,1
0.267603083,0,0
0.267751000,0,1
0.267760083,1,1
0.268594500,1,0
0.268742250,1,1
0.268751167,0,1
0.268766667,0,0
0.268914583,0,1
0.268923583,1,1
0.269758167,1,0
0.269906083,1,1
0.269914917,0,1
0.269930333,0,0
0.270078250,0,1
0.270087250,1,1
0.270921417,1,0
0.271069250,1,1
0.271078167,0,1
0.271093667,0,0
0.271241500,0,1
0.271250583,1,1
0.272084833,1,0
0.272232667,1,1
0.272241500,0,1
0.272257000,0,0
0.272404917,0,1
0.272413917,1,1
0.279428500,1,0
0.279576333,1,1
0.279585167,0,1
0.279600583,0,0
0.279748500,0,1
0.279757583,1,1
0.280584000,1,0
0.280731750,1,1
0.280740667,0,1
0.280756167,0,0
0.280904000,0,1
0.280913000,1,1
0.281747500,1,0
0.281895333,1,1
0.281904167,0,1
0.281919667,0,0
0.282067583,0,1
0.282076583,1,1
0.282911167,1,0
0.283059000,1,1
0.283067917,0,1
0.283083333,0,0
0.283231250,0,1
0.283240250,1,1
0.284074500,1,0
0.284222417,1,1
0.284231250,0,1
0.284246667,0,0
0.284394583,0,1
0.284403667,1,1
0.285238000,1,0
0.285385833,1,1
0.285394667,0,1
0.285410167,0,0
0.285558083,0,1
0.285567083,1,1
0.286401500,1,0
0.286549333,1,1
0.286558167,0,1
0.286573667,0,0
0.286721583,0,1
0.286730583,1,1
0.287565000,1,0
0.287712833,1,1
0.287721667,0,1
0.287737167,0,0
0.287885000,0,1
0.287894083,1,1
0.288728333,1,0
0.288876167,1,1
0.288885083,0,1
0.288900500,0,0
0.289048417,0,1
0.289057417,1,1
0.296171167,1,0
0.296319083,1,1
0.296327833,0,1
0.296343333,0,0
0.296491250,0,1
0.296500250,1,1
0.297326833,1,0
0.297474667,1,1
0.297483500,0,1
0.297499000,0,0
0.297646917,0,1
0.297655917,1,1
0.298490167,1,0
0.298638000,1,1
0.298646833,0,1
0.298662333,0,0
0.298810250,0,1
0.298819250,1,1
0.299653917,1,0
0.299801750,1,1
0.299810583,0,1
0.299826083,0,0
0.299974000,0,1
0.299983000,1,1
0.300817167,1,0
0.300965000,1,1
0.300973833,0,1
0.300989333,0,0
0.301137250,0,1
0.301146250,1,1
0.301980917,1,0
0.302128833,1,1
0.302137667,0,1
0.302153167,0,0
0.302301083,0,1
0.302310083,1,1
0.303144500,1,0
0.303292333,1,1
0.303301167,0,1
0.303316667,0,0
0.303464583,0,1
0.303473583,1,1
0.304307583,1,0
0.304455500,1,1
0.304464333,0,1
0.304479833,0,0
0.304627750,0,1
0.304636750,1,1
0.305471167,1,0
0.305619000,1,1
0.305627917,0,1
0.305643417,0,0
0.305791333,0,1
0.305800333,1,1
0.312913583,1,0
0.313061417,1,1
0.313070333,0,1
0.313085750,0,0
0.313233667,0,1
0.313242750,1,1
0.314069417,1,0
0.314217250,1,1
0.314226083,0,1
0.314241583,0,0
0.314389500,0,1
0.314398500,1,1
0.315232833,1,0
0.315380750,1,1
0.315389583,0,1
0.315405083,0,0
0.315553000,0,1
0.315562000,1,1
0.316396917,1,0
0.316544750,1,1
0.316553583,0,1
0.316569083,0,0
0.316717000,0,1
0.316726000,1,1
0.317559833,1,0
0.317707667,1,1
0.317716500,0,1
0.317732000,0,0
0.317879917,0,1
0.317888917,1,1
0.318723667,1,0
0.318871500,1,1
0.318880417,0,1
0.318895833,0,0
0.319043750,0,1
0.319052750,1,1
0.319886833,1,0
0.320034750,1,1
0.320043583,0,1
0.320059000,0,0
0.320206917,0,1
0.320216000,1,1
0.321050833,1,0
0.321198667,1,1
0.321207500,0,1
0.321223000,0,0
0.321370917,0,1
0.321379917,1,1
0.322213917,1,0
0.322361750,1,1
0.322370583,0,1
0.322386083,0,0
0.322534000,0,1
0.322543000,1,1
0.329656583,1,0
0.329804500,1,1
0.329813333,0,1
0.329828833,0,0
0.329976750,0,1
0.329985750,1,1
0.330812083,1,0
0.330960000,1,1
0.330968833,0,1
0.330984333,0,0
0.331132167,0,1
0.331141250,1,1
0.331975667,1,0
0.332123500,1,1
0.332132417,0,1
0.332147917,0,0
0.332295750,0,1
0.332304833,1,1
0.333139250,1,0
0.333287083,1,1
0.333295917,0,1
0.333311417,0,0
0.333459333,0,1
0.333468333,1,1
0.334302833,1,0
0.334450750,1,1
0.334459583,0,1
0.334475000,0,0
0.334622917,0,1
0.334632000,1,1
0.335466500,1,0
0.335614333,1,1
0.335623167,0,1
0.335638667,0,0
0.335786583,0,1
0.335795667,1,1
0.336629667,1,0
0.336777500,1,1
0.336786333,0,1
0.336801833,0,0
0.336949750,0,1
0.336958750,1,1
0.337793167,1,0
0.337941000,1,1
0.337949833,0,1
0.337965333,0,0
0.338113250,0,1
0.338122333,1,1
0.338956500,1,0
0.339104417,1,1
0.339113167,0,1
0.339128667,0,0
0.339276583,0,1
0.339285667,1,1
0.346399417,1,0
0.346547250,1,1
0.346556167,0,1
0.346571667,0,0
0.346719500,0,1
0.346728583,1,1
0.347554833,1,0
0.347702667,1,1
0.347711583,0,1
0.347727000,0,0
0.347874917,0,1
0.347884000,1,1
0.348718333,1,0
0.348866167,1,1
0.348875000,0,1
0.348890500,0,0
0.349038417,0,1
0.349047417,1,1
0.349881833,1,0
0.350029750,1,1
0.350038583,0,1
0.350054083,0,0
0.350202000,0,1
0.350211000,1,1
0.351045417,1,0
0.351193250,1,1
0.351202167,0,1
0.351217583,0,0
0.351365500,0,1
0.351374500,1,1
0.352208917,1,0
0.352356750,1,1
0.352365583,0,1
0.352381083,0,0
0.352529000,0,1
0.352538000,1,1
0.353372667,1,0
0.353520500,1,1
0.353529417,0,1
0.353544917,0,0
0.353692750,0,1
0.353701833,1,1
0.354535917,1,0
0.354683750,1,1
0.354692583,0,1
0.354708000,0,0
0.354855917,0,1
0.354865000,1,1
0.355699417,1,0
0.355847250,1,1
0.355856083,0,1
0.355871583,0,0
0.356019500,0,1
0.356028500,1,1
0.363141833,1,0
0.363289667,1,1
0.363298500,0,1
0.363313917,0,0
0.363461833,0,1
0.363470917,1,1
0.364297583,1,0
0.364445417,1,1
0.364454333,0,1
0.364469750,0,0
0.364617667,0,1
0.364626750,1,1
0.365461083,1,0
0.365608917,1,1
0.365617750,0,1
0.365633250,0,0
0.365781167,0,1
0.365790167,1,1
0.366624750,1,0
0.366772583,1,1
0.366781417,0,1
0.366796917,0,0
0.366944833,0,1
0.366953917,1,1
0.367788333,1,0
0.367936167,1,1
0.367945000,0,1
0.367960500,0,0
0.368108417,0,1
0.368117500,1,1
0.368951750,1,0
0.369099583,1,1
0.369108417,0,1
0.369123917,0,0
0.369271833,0,1
0.369280833,1,1
0.370115000,1,0
0.370262833,1,1
0.370271667,0,1
0.370287167,0,0
0.370435083,0,1
0.370444167,1,1
0.371278917,1,0
0.371426833,1,1
0.371435667,0,1
0.371451167,0,0
0.371599083,0,1
0.371608083,1,1
0.372442083,1,0
0.372589917,1,1
0.372598833,0,1
0.372614333,0,0
0.372762250,0,1
0.372771250,1,1
0.379884833,1,0
0.380032667,1,1
0.380041500,0,1
0.380057000,0,0
0.380204917,0,1
0.380213917,1,1
0.381141000,1,0
0.381288833,1,1
0.381297667,0,1
0.381313167,0,0
0.381461083,0,1
0.381470083,1,1
0.382303000,1,0
0.382450833,1,1
0.382459667,0,1
0.382475167,0,0
0.382623083,0,1
0.382632083,1,1
0.383466667,1,0
0.383614500,1,1
0.383623333,0,1
0.383638833,0,0
0.383786750,0,1
0.383795750,1,1
0.384630000,1,0
0.384777833,1,1
0.384786750,0,1
0.384802167,0,0
0.384950083,0,1
0.384959167,1,1
0.385793583,1,0
0.385941500,1,1
0.385950333,0,1
0.385965750,0,0
0.386113667,0,1
0.386122750,1,1
0.386957250,1,0
0.387105083,1,1
0.387113917,0,1
0.387129417,0,0
0.387277333,0,1
0.387286417,1,1
0.388120500,1,0
0.388268333,1,1
0.388277167,0,1
0.388292667,0,0
0.388440583,0,1
0.388449583,1,1
0.389284000,1,0
0.389431833,1,1
0.389440667,0,1
0.389456167,0,0
0.389604083,0,1
0.389613083,1,1
0.396627250,1,0
0.396775083,1,1
0.396783917,0,1
0.396799417,0,0
0.396947250,0,1
0.396956250,1,1
0.397783000,1,0
0.397930917,1,1
0.397939667,0,1
0.397955250,0,0
0.398103083,0,1
0.398112167,1,1
0.398946500,1,0
0.399094333,1,1
0.399103250,0,1
0.399118750,0,0
0.399266667,0,1
0.399275667,1,1
0.400110750,1,0
0.400258583,1,1
0.400267417,0,1
0.400282917,0,0
0.400430833,0,1
0.400439833,1,1
0.401273583,1,0
0.401421417,1,1
0.401430250,0,1
0.401445750,0,0
0.401593667,0,1
0.401602750,1,1
0.402437000,1,0
0.402584833,1,1
0.402593667,0,1
0.402609167,0,0
0.402757083,0,1
0.402766083,1,1
0.403600417,1,0
0.403748333,1,1
0.403757167,0,1
0.403772667,0,0
0.403920583,0,1
0.403929583,1,1
0.404764417,1,0
0.404912250,1,1
0.404921083,0,1
0.404936583,0,0
0.405084500,0,1
0.405093500,1,1
0.405927583,1,0
0.406075417,1,1
0.406084250,0,1
0.406099750,0,0
0.406247667,0,1
0.406256667,1,1
0.413370250,1,0
0.413518083,1,1
0.413526917,0,1
0.413542417,0,0
0.413690333,0,1
0.413699333,1,1
0.414525750,1,0
0.414673583,1,1
0.414682417,0,1
0.414697917,0,0
0.414845833,0,1
0.414854833,1,1
0.415689250,1,0
0.415837083,1,1
0.415845917,0,1
0.415861417,0,0
0.416009333,0,1
0.416018333,1,1
0.416852833,1,0
0.417000667,1,1
0.417009500,0,1
0.417024917,0,0
0.417172833,0,1
0.417181917,1,1
0.418016583,1,0
0.418164417,1,1
0.418173250,0,1
0.418188750,0,0
0.418336667,0,1
0.418345667,1,1
0.419179833,1,0
0.419327667,1,1
0.419336500,0,1
0.419352000,0,0
0.419499917,0,1
0.419508917,1,1
0.420343583,1,0
0.420491417,1,1
0.420500250,0,1
0.420515750,0,0
0.420663667,0,1
0.420672667,1,1
0.421506750,1,0
0.421654583,1,1
0.421663500,0,1
0.421678917,0,0
0.421826833,0,1
0.421835833,1,1
0.422670333,1,0
0.422818167,1,1
0.422827000,0,1
0.422842500,0,0
0.422990417,0,1
0.422999417,1,1
0.430112667,1,0
0.430260500,1,1
0.430269417,0,1
0.430284833,0,0
0.430432750,0,1
0.430441750,1,1
0.431268500,1,0
0.431416333,1,1
0.431425167,0,1
0.431440667,0,0
0.431588583,0,1
0.431597583,1,1
0.432431917,1,0
0.432579750,1,1
0.432588667,0,1
0.432604167,0,0
0.432752083,0,1
0.432761083,1,1
0.433595583,1,0
0.433743417,1,1
